song_id,period,genre,entity_text,entity_type
af6b897f08b7,sfrj,rok,Petroviću Petre,PER
af6b897f08b7,sfrj,rok,"oviću Petre
Dob",PER
af6b897f08b7,sfrj,rok,"Petre
D",PER
9e4c77fc06e1,sfrj,rok,"a ja ćutim
",MISC
9e4c77fc06e1,sfrj,rok,P,ORG
9e4c77fc06e1,sfrj,rok,"a ja ćutim
",MISC
9e4c77fc06e1,sfrj,rok,P,ORG
501125fdcb28,sfrj,rok,Ded,LOC
5a70aac9e253,sfrj,rok,Eva,PER
5a70aac9e253,sfrj,rok,Pr,ORG
5a70aac9e253,sfrj,rok,Pr,ORG
5a70aac9e253,sfrj,rok,i Eva i,LOC
5a70aac9e253,sfrj,rok,Pr,ORG
b847e4d3b492,sfrj,rok,U poč,PER
b847e4d3b492,sfrj,rok,ku ,PER
46ba38a80d6b,sfrj,rok,đurđevak zeleni,MISC
46ba38a80d6b,sfrj,rok,Proljeć,PER
46ba38a80d6b,sfrj,rok,ak zel,PER
46ba38a80d6b,sfrj,rok,moje r,PER
46ba38a80d6b,sfrj,rok, đurđevak zelen,MISC
46ba38a80d6b,sfrj,rok,e sl,PER
46ba38a80d6b,sfrj,rok,"jeće, đur",PER
46ba38a80d6b,sfrj,rok,"ijeće, đur",PER
74cd7cec479f,sfrj,rok,"dva,",PER
3672fd297465,sfrj,rok,nji p,ORG
3672fd297465,sfrj,rok,nji p,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok, mogu k,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,e mogu ,ORG
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok, mogu k,ORG
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok,Sve ovdje mogu k,MISC
6af9a1e3ccf2,sfrj,rok,Sve ovdje mogu k,MISC
6af9a1e3ccf2,sfrj,rok,ovdje m,ORG
6af9a1e3ccf2,sfrj,rok,Sve ovdje mogu k,MISC
6af9a1e3ccf2,sfrj,rok,Sve ovdje mogu k,MISC
b4070d6ee2bf,sfrj,rok,Moje,PER
b4070d6ee2bf,sfrj,rok,Moje je,PER
b4070d6ee2bf,sfrj,rok,rane mj,LOC
b4070d6ee2bf,sfrj,rok,Moje,PER
b4070d6ee2bf,sfrj,rok,Moje je,PER
b4070d6ee2bf,sfrj,rok,Moje,PER
b4070d6ee2bf,sfrj,rok,Moj,PER
5a63e05e18e2,sfrj,rok,Hej,PER
5a63e05e18e2,sfrj,rok,Slaveni,PER
cfbd5bfa7a6d,sfrj,rok,"Ni tvoj akcent,",LOC
cfbd5bfa7a6d,sfrj,rok,"Ni tvoj akcent,",LOC
b51cb3ff773b,sfrj,rok,Ni,ORG
3063d24baa30,sfrj,rok,Mal,PER
a8a91fc7db0f,sfrj,rok,"adi
Se do ",ORG
5c231c0ff6b3,sfrj,rok,sanja,PER
5c231c0ff6b3,sfrj,rok,sanja,PER
ef4251889d38,sfrj,rok,ako si mi t,LOC
002af0b7524f,sfrj,rok,Šiznuću,PER
002af0b7524f,sfrj,rok,"Šiznuću
Evo ",PER
0028c74d6419,sfrj,rok,Nema,PER
0028c74d6419,sfrj,rok,alen,PER
0028c74d6419,sfrj,rok,"r
nema, ",PER
0028c74d6419,sfrj,rok,Nema,PER
0028c74d6419,sfrj,rok,alen,PER
0028c74d6419,sfrj,rok,"r
nema, ",PER
5cf3b8cb1a9a,sfrj,rok,U ,ORG
31788e890c55,sfrj,rok,Gnjave,DERIV-PER
238ade43625b,sfrj,rok,Tebi,PER
74aa098a7701,sfrj,rok,Ne gleda,PER
74aa098a7701,sfrj,rok,Ne gle,PER
696002500a79,sfrj,rok,Ne sp,PER
696002500a79,sfrj,rok,Ne sp,PER
696002500a79,sfrj,rok,Ne spavaj mal,MISC
696002500a79,sfrj,rok,Ne spavaj mal,MISC
9e08b0cee496,sfrj,rok,Pjesma laz,ORG
9e08b0cee496,sfrj,rok,Pjesma,LOC
9e08b0cee496,sfrj,rok,Pj,ORG
46825b4c569b,sfrj,rok,Oc,ORG
46825b4c569b,sfrj,rok,Oc,ORG
8b928db29d4d,sfrj,rok,Nocas,PER
8b928db29d4d,sfrj,rok,Nocas,PER
8b928db29d4d,sfrj,rok,Nocas,PER
8b928db29d4d,sfrj,rok,Nocas,PER
8b928db29d4d,sfrj,rok,Nocas,PER
bf2826b6943a,sfrj,rok,mnom d,PER
1c6ba84650df,sfrj,rok,Ovaj pl,ORG
f4e492853d0a,sfrj,rok,Ona sp,PER
e054ccd6bed4,sfrj,rok,Pat,PER
ac4b119140a4,sfrj,rok,Novembar,PER
ac4b119140a4,sfrj,rok,Bio,PER
ac4b119140a4,sfrj,rok,"mbar, il",LOC
ac4b119140a4,sfrj,rok,lače nebo i,ORG
ac4b119140a4,sfrj,rok,lače ne,LOC
ac4b119140a4,sfrj,rok,ebo il,PER
ac4b119140a4,sfrj,rok,"ar, ",PER
ac4b119140a4,sfrj,rok,i bo,LOC
ac4b119140a4,sfrj,rok,Bio je Novemba,PER
bc0e870da7e9,sfrj,rok,Grad Niš,LOC
bc0e870da7e9,sfrj,rok,Grad Niš,LOC
bc0e870da7e9,sfrj,rok,Grad Ni,PER
bc0e870da7e9,sfrj,rok,Grad Niš,PER
3cb98a2c2a76,sfrj,rok,Svu n,PER
3cb98a2c2a76,sfrj,rok,Svu n,PER
3cb98a2c2a76,sfrj,rok,Svu n,PER
3cb98a2c2a76,sfrj,rok,Svu n,PER
3cb98a2c2a76,sfrj,rok,Svu n,PER
d8b72653d9a0,sfrj,rok,Pada,PER
d8b72653d9a0,sfrj,rok,Padaj ,PER
d8b72653d9a0,sfrj,rok,van’o ti je,PER
d8b72653d9a0,sfrj,rok,Pada,LOC
d8b72653d9a0,sfrj,rok,silo i,PER
d8b72653d9a0,sfrj,rok,Padaj silo i nep,PER
d8b72653d9a0,sfrj,rok,P,ORG
d8b72653d9a0,sfrj,rok,Padaj silo i nep,PER
dd09446cf5f5,sfrj,rok,Ruzica,PER
dd09446cf5f5,sfrj,rok,Ruzica,PER
dd09446cf5f5,sfrj,rok,Ru,ORG
dd09446cf5f5,sfrj,rok,Ruzica,PER
dd09446cf5f5,sfrj,rok,Ru,ORG
dd09446cf5f5,sfrj,rok,Ruzica,PER
dd09446cf5f5,sfrj,rok,Ru,ORG
27d4cb995b32,sfrj,rok,Selma,PER
27d4cb995b32,sfrj,rok,Selma,PER
27d4cb995b32,sfrj,rok,utuje,PER
27d4cb995b32,sfrj,rok,"et
On",PER
27d4cb995b32,sfrj,rok,utuje,PER
27d4cb995b32,sfrj,rok,Selma,PER
27d4cb995b32,sfrj,rok,"et
On",PER
42473d74ebbd,sfrj,rok,Slatko,PER
edc1c5b76d78,sfrj,rok,Sv,ORG
950dc7ed4c3d,sfrj,rok,Jedn,PER
8c7e30fdaa9a,sfrj,rok,Moje,PER
8c7e30fdaa9a,sfrj,rok,rane mj,LOC
8c7e30fdaa9a,sfrj,rok,Moje,PER
8c7e30fdaa9a,sfrj,rok,Moje,PER
0297bd61f893,sfrj,rok,Jesi mal,PER
0297bd61f893,sfrj,rok,Jesi m,ORG
0297bd61f893,sfrj,rok,Jesi m,PER
0297bd61f893,sfrj,rok,Jesi ma,PER
0297bd61f893,sfrj,rok,Jesi ma,PER
0297bd61f893,sfrj,rok,Je,ORG
36f0ae024c5c,sfrj,rok,Ci,ORG
36f0ae024c5c,sfrj,rok,rinc ,PER
36f0ae024c5c,sfrj,rok,tvoje ,PER
36f0ae024c5c,sfrj,rok,rinc iz tvoje bajke,PER
18e48aab5ddd,sfrj,rok,"e smog, d",LOC
18e48aab5ddd,sfrj,rok,"e smog, d",LOC
faf74110e8a3,sfrj,rok,Ne r,PER
faf74110e8a3,sfrj,rok,naj ,MISC
faf74110e8a3,sfrj,rok,Ne r,PER
faf74110e8a3,sfrj,rok,na m,PER
faf74110e8a3,sfrj,rok,naj ,MISC
faf74110e8a3,sfrj,rok,Ne r,PER
faf74110e8a3,sfrj,rok,na m,PER
faf74110e8a3,sfrj,rok, na ,MISC
faf74110e8a3,sfrj,rok,aj n,PER
faf74110e8a3,sfrj,rok, na ,MISC
faf74110e8a3,sfrj,rok,aj n,PER
1c624119579a,sfrj,rok,Vidis da e,PER
9978f89e92b5,sfrj,rok,Upo,LOC
d100f237388a,sfrj,rok,Jos sa,PER
2ea7a2b4a9f3,sfrj,rok,Miruj,PER
2ea7a2b4a9f3,sfrj,rok,"dati
P",LOC
2ea7a2b4a9f3,sfrj,rok,Miruj,PER
2ea7a2b4a9f3,sfrj,rok,ti suzo n,PER
2ea7a2b4a9f3,sfrj,rok,j pada,LOC
2ea7a2b4a9f3,sfrj,rok,nje po,LOC
2ea7a2b4a9f3,sfrj,rok,e ti s,LOC
2ea7a2b4a9f3,sfrj,rok,nje po,LOC
2ea7a2b4a9f3,sfrj,rok,je po ,LOC
e67867955e59,sfrj,rok,n rubo,PER
e67867955e59,sfrj,rok,Lutam c,PER
173ff15280b8,sfrj,rok,jepoti,PER
173ff15280b8,sfrj,rok, lje,PER
173ff15280b8,sfrj,rok,Dobr,PER
173ff15280b8,sfrj,rok,"ce
V",PER
173ff15280b8,sfrj,rok,epot,PER
173ff15280b8,sfrj,rok,epot,PER
173ff15280b8,sfrj,rok,Do,ORG
173ff15280b8,sfrj,rok,Dobr,PER
173ff15280b8,sfrj,rok,"ice
",PER
173ff15280b8,sfrj,rok,epot,PER
173ff15280b8,sfrj,rok,Dobr,PER
173ff15280b8,sfrj,rok,"ice
",PER
173ff15280b8,sfrj,rok,epot,PER
45d2c006237b,sfrj,rok,Sa tob,PER
45d2c006237b,sfrj,rok,Sa t,PER
45d2c006237b,sfrj,rok,"guju
Iz r",PER
45d2c006237b,sfrj,rok,"ju
Iz",PER
45d2c006237b,sfrj,rok,Sa tobom dr,PER
45d2c006237b,sfrj,rok,Sa,ORG
6b9fbe546b8a,sfrj,rok,Lutkice,PER
6b9fbe546b8a,sfrj,rok,Lutkice,PER
6b9fbe546b8a,sfrj,rok,"kice, pož",PER
282313fa5419,sfrj,rok,Kao gro,PER
282313fa5419,sfrj,rok,Kao gro,PER
0a0ce4ff2e82,sfrj,rok,Strah na,ORG
0a0ce4ff2e82,sfrj,rok,rah na,ORG
0a0ce4ff2e82,sfrj,rok,"sti
Zabr",ORG
0a0ce4ff2e82,sfrj,rok,Strah n,PER
0a0ce4ff2e82,sfrj,rok,rah na,ORG
0a0ce4ff2e82,sfrj,rok,"sti
Zabr",ORG
0a0ce4ff2e82,sfrj,rok,"na cesti
Zab",MISC
93ceba1efd0c,sfrj,rok,Ja,ORG
9109df8f7948,sfrj,rok,Luda ,PER
9109df8f7948,sfrj,rok,c je ,PER
9109df8f7948,sfrj,rok,esava,PER
9109df8f7948,sfrj,rok, meni,PER
698b36f66ccf,sfrj,rok,Duga n,LOC
698b36f66ccf,sfrj,rok,", lj",PER
698b36f66ccf,sfrj,rok,Duga n,LOC
698b36f66ccf,sfrj,rok,Duga n,LOC
698b36f66ccf,sfrj,rok,", lj",PER
698b36f66ccf,sfrj,rok,Duga n,LOC
698b36f66ccf,sfrj,rok,juta ka,MISC
ed4894bea0e9,sfrj,rok,Ti i ja,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,ja smo,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,ja smo,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,Ti i ja,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,ja smo,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,o sunc,PER
ed4894bea0e9,sfrj,rok,ja smo,PER
c868829e2a41,sfrj,rok,elil,PER
c868829e2a41,sfrj,rok,jelili s,LOC
023a16e392fb,sfrj,rok,", pozvano d",ORG
023a16e392fb,sfrj,rok,pozvano drustv,ORG
e45f248f5021,sfrj,rok,Nek,PER
e45f248f5021,sfrj,rok,Nek,PER
d24ac152fea3,sfrj,rok,Lijepa ,PER
d24ac152fea3,sfrj,rok,r s,PER
45191887f65c,sfrj,rok,Pr,ORG
45191887f65c,sfrj,rok,"bices ti
",PER
45191887f65c,sfrj,rok,"bices ti
",PER
45191887f65c,sfrj,rok,Princez,PER
0345037e608d,sfrj,rok,Londona,LOC
0345037e608d,sfrj,rok,Kalifornije,LOC
0345037e608d,sfrj,rok,li i,LOC
0345037e608d,sfrj,rok,dona,LOC
0345037e608d,sfrj,rok,London,LOC
0345037e608d,sfrj,rok, Kaliforni,LOC
0345037e608d,sfrj,rok,Londona,LOC
0345037e608d,sfrj,rok,"Kalifornije
",LOC
0345037e608d,sfrj,rok,"ifornije
iz",LOC
340340a6587d,sfrj,rok,Vise te,PER
340340a6587d,sfrj,rok,je n,PER
340340a6587d,sfrj,rok,Vise te,PER
ee3182045d8c,sfrj,rok,Nasa mj,PER
ee3182045d8c,sfrj,rok,ta ljub,PER
ee3182045d8c,sfrj,rok,ljubavi,PER
ee3182045d8c,sfrj,rok,Na,ORG
ee3182045d8c,sfrj,rok,Nasa mj,PER
ee3182045d8c,sfrj,rok,ta ljub,PER
ee3182045d8c,sfrj,rok,Nasa mje,LOC
ee3182045d8c,sfrj,rok,Nasa mje,LOC
c3ab771d5e4a,sfrj,rok,Oci t,PER
c3ab771d5e4a,sfrj,rok,Oci t,PER
38a8a18efd07,sfrj,rok,Kad u k,PER
d3bad12e53c5,sfrj,rok,Pogled,PER
f9f04766fcb2,sfrj,rok,si ti,ORG
36ffea9af25e,sfrj,rok,"Volim te, v",PER
608031da0cc8,sfrj,rok,Hej,PER
608031da0cc8,sfrj,rok," se
Ba",ORG
608031da0cc8,sfrj,rok,e do,ORG
cbcb13f84e17,sfrj,rok,Da,ORG
82c702c7ca97,sfrj,rok,Opet t,PER
82c702c7ca97,sfrj,rok,Op,ORG
ee316b83558d,sfrj,rok," briga
",PER
ee316b83558d,sfrj,rok,Baš m,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
f290eb3b4bc9,sfrj,rok,im ,PER
6a6a2481459d,sfrj,rok,Još ,LOC
6a6a2481459d,sfrj,rok,Još ,LOC
806ca3640e55,sfrj,rok,Anj,PER
806ca3640e55,sfrj,rok,Anj,PER
806ca3640e55,sfrj,rok,Anj,PER
fe186e7a4291,sfrj,rok,Ja,ORG
6b24ee234624,sfrj,rok,Ev,ORG
6b24ee234624,sfrj,rok,Ev,ORG
6b24ee234624,sfrj,rok,Evo čeka,PER
1bc21e468601,sfrj,rok,la ,PER
596b0cf42597,sfrj,rok,Ka,ORG
596b0cf42597,sfrj,rok,Ka,ORG
596b0cf42597,sfrj,rok,edn,PER
596b0cf42597,sfrj,rok,Ka,ORG
596b0cf42597,sfrj,rok,Ka,ORG
596b0cf42597,sfrj,rok,Ka,ORG
7eb572c4883d,sfrj,rok,bilo,PER
7eb572c4883d,sfrj,rok,i,ORG
e2d26773a2ba,sfrj,rok,K,ORG
e76603b21d4d,sfrj,rok, nije,PER
b9f0a7862718,sfrj,rok, hodam k,DERIV-PER
91a5435ac866,sfrj,rok,Ona izvod,DERIV-PER
91a5435ac866,sfrj,rok,Ona iz,PER
91a5435ac866,sfrj,rok,Ona izvod,DERIV-PER
5cdd63e41916,sfrj,rok,Ti,ORG
ff6bd236513d,sfrj,rok,Stopoteci,LOC
ff6bd236513d,sfrj,rok,Sreo,LOC
ff6bd236513d,sfrj,rok,m je prvi,LOC
ff6bd236513d,sfrj,rok,"i
Gore u Lju",MISC
ff6bd236513d,sfrj,rok,Sreo sam ,PER
da697148eb1d,sfrj,rok,Šaren,PER
da697148eb1d,sfrj,rok,Šaren,PER
b5edfc269a1b,sfrj,rok,Spremam ,PER
178d8ef60f8c,sfrj,rok,"radio, ne ",PER
68b6f348f700,sfrj,rok,asaž,LOC
80530c38b080,sfrj,rok,ta pop,LOC
80530c38b080,sfrj,rok,put,PER
80530c38b080,sfrj,rok,Tiho z,PER
80530c38b080,sfrj,rok,put,PER
80530c38b080,sfrj,rok,Tiho ,PER
80530c38b080,sfrj,rok,ata poput nekog lopov,MISC
80530c38b080,sfrj,rok,put,PER
80530c38b080,sfrj,rok,Tiho z,PER
c431e5d8f6b6,sfrj,rok,Ia,ORG
f5b339aac81a,sfrj,rok,U ,ORG
e080cd9e833a,sfrj,rok,He,ORG
32f9342fda33,sfrj,rok,ba je,LOC
32f9342fda33,sfrj,rok,Ni,ORG
6bdb98d49a02,sfrj,rok,’ bo,PER
25d5b4d8ae7c,sfrj,rok,Pu,ORG
094e76e5ecf9,sfrj,rok,E,ORG
094e76e5ecf9,sfrj,rok,E da kn,LOC
094e76e5ecf9,sfrj,rok,E da kn,LOC
094e76e5ecf9,sfrj,rok,E da kn,LOC
094e76e5ecf9,sfrj,rok,E,ORG
9ac078ac2b29,sfrj,rok,eg prozo,PER
9ac078ac2b29,sfrj,rok, plast,LOC
9ac078ac2b29,sfrj,rok, moj,MISC
9ac078ac2b29,sfrj,rok, pr,MISC
9ac078ac2b29,sfrj,rok,", plas",PER
9ac078ac2b29,sfrj,rok,"ka, i",LOC
2dcfb612954c,sfrj,rok,Kad u k,PER
9633faa01565,sfrj,rok,St,ORG
dc21bd08790a,sfrj,rok,Na,ORG
dc21bd08790a,sfrj,rok,Na,ORG
e90e2223fb0a,sfrj,rok,Jedan kora,PER
21237575911b,sfrj,rok,Stavi ,PER
21237575911b,sfrj,rok,St,ORG
21237575911b,sfrj,rok,Stavi m,PER
21237575911b,sfrj,rok,St,ORG
21237575911b,sfrj,rok,Stavi ,PER
92b04a93236b,sfrj,rok,Ne gov,PER
4efc9f735d2c,sfrj,rok,me p,PER
48418301485a,sfrj,rok,A”,MISC
48418301485a,sfrj,rok,Sjeti ,LOC
48418301485a,sfrj,rok,t pod slovo “,LOC
bba2b971e3ea,sfrj,rok,Tko bi m,PER
bba2b971e3ea,sfrj,rok,Tk,ORG
bba2b971e3ea,sfrj,rok,sto mene br,PER
bba2b971e3ea,sfrj,rok,Tko bi m,PER
4d63bc36731b,sfrj,rok,Nogom ,PER
4d63bc36731b,sfrj,rok,Nogom ,PER
80d9f54b2dbc,sfrj,rok,Te sam,LOC
cca0ed853d8d,sfrj,rok,Ako,LOC
cca0ed853d8d,sfrj,rok,Ako,LOC
7b7b5e4df746,sfrj,rok,a la,PER
7b7b5e4df746,sfrj,rok,"a
Ja nis",PER
7b7b5e4df746,sfrj,rok,m nikad,LOC
7b7b5e4df746,sfrj,rok, nikad volio sat,ORG
7b7b5e4df746,sfrj,rok,ikad vo,PER
269675e7663b,sfrj,rok,U pomoć zv,PER
269675e7663b,sfrj,rok,U pomoć zv,PER
269675e7663b,sfrj,rok,U pomoć zv,PER
269675e7663b,sfrj,rok,U ,ORG
d718b469e9db,sfrj,rok,k,ORG
e812d631b142,sfrj,rok,Do-do-do,ORG
040e4fd6261d,sfrj,rok,Davorin Bogović,PER
9864727abf3f,sfrj,rok,"i brišem cipele
Pr",LOC
69f983a7253e,sfrj,rok,Je,ORG
69f983a7253e,sfrj,rok,"eta,
Pola",PER
69f983a7253e,sfrj,rok,"Jer devedeseta,
Pola",PER
b5dd8bee788a,sfrj,rok,"ori svijet
Izlaz",PER
b5dd8bee788a,sfrj,rok,Ne brini za ono ,PER
b5dd8bee788a,sfrj,rok, ono što govori ,PER
5b62d244edf9,sfrj,rok,Gospode,PER
5b62d244edf9,sfrj,rok,"spode
O",PER
5b62d244edf9,sfrj,rok, s,PER
5b62d244edf9,sfrj,rok,i ,PER
5b62d244edf9,sfrj,rok,"spode
O",PER
5b62d244edf9,sfrj,rok,"a, Gospod",PER
5b62d244edf9,sfrj,rok,"e
",PER
b9038d1aaa59,sfrj,rok,o u poli,LOC
fad47335f8f8,sfrj,rok,sam želio ,PER
fad47335f8f8,sfrj,rok,želio,PER
fad47335f8f8,sfrj,rok,"eroj
N",PER
fad47335f8f8,sfrj,rok,sam želio ,PER
fad47335f8f8,sfrj,rok,želio,PER
fad47335f8f8,sfrj,rok,"eroj
N",PER
fad47335f8f8,sfrj,rok,želio,PER
fad47335f8f8,sfrj,rok,"eroj
N",PER
46af8ad0a1a3,sfrj,rok,dame sv,LOC
7cbec0712d2f,sfrj,rok,Jedan,PER
7cbec0712d2f,sfrj,rok,ko obi,PER
f67a5d90ecd9,sfrj,rok,Tebi Zagrebe,LOC
f67a5d90ecd9,sfrj,rok,d “l,PER
f67a5d90ecd9,sfrj,rok,d ,PER
f67a5d90ecd9,sfrj,rok, Teb,LOC
f67a5d90ecd9,sfrj,rok,ebi,ORG
f67a5d90ecd9,sfrj,rok,sad “l,LOC
f67a5d90ecd9,sfrj,rok,i Za,LOC
f67a5d90ecd9,sfrj,rok,ebi,ORG
f67a5d90ecd9,sfrj,rok,sad “l,LOC
f67a5d90ecd9,sfrj,rok,Tebi Zagrebe,LOC
f67a5d90ecd9,sfrj,rok,noć” Teb,PER
f67a5d90ecd9,sfrj,rok,” Tebi ,PER
416da7279200,sfrj,rok,"završi
J",LOC
416da7279200,sfrj,rok,"završi
J",LOC
416da7279200,sfrj,rok,"završi
J",LOC
416da7279200,sfrj,rok,"završi
J",LOC
416da7279200,sfrj,rok,"rši
Jedv",LOC
416da7279200,sfrj,rok,"završi
J",LOC
d0b29f64357d,sfrj,rok,Boga,PER
d0b29f64357d,sfrj,rok,a teb,PER
d0b29f64357d,sfrj,rok,"itaju
",PER
d0b29f64357d,sfrj,rok,a teb,PER
d0b29f64357d,sfrj,rok,"itaju
",PER
4b53d31166fe,sfrj,rok,Božićno,PER
4b53d31166fe,sfrj,rok,kaputu,PER
4b53d31166fe,sfrj,rok,u očev,LOC
4b53d31166fe,sfrj,rok,",
U ka",LOC
4b53d31166fe,sfrj,rok,ićno,PER
4b53d31166fe,sfrj,rok,ićno,PER
4b53d31166fe,sfrj,rok,eno i mut,PER
4b53d31166fe,sfrj,rok,ićno,PER
fd368e5bfdd5,sfrj,rok,I baš m,PER
fd368e5bfdd5,sfrj,rok,I baš m,PER
fd368e5bfdd5,sfrj,rok,I baš m,PER
fd368e5bfdd5,sfrj,rok,I baš m,PER
b02536f91ddc,sfrj,rok,po kao n,LOC
b02536f91ddc,sfrj,rok,po kao n,LOC
b02536f91ddc,sfrj,rok,po kao n,LOC
a74a850bf51e,sfrj,rok,U nj,PER
a74a850bf51e,sfrj,rok,U nj,PER
9831a258dbd7,sfrj,rok,Na,ORG
9831a258dbd7,sfrj,rok,Na,ORG
9831a258dbd7,sfrj,rok,Na bad,PER
759ac435ca17,sfrj,rok,Ne brini se niš,PER
5b2231ca4e41,sfrj,rok,Ja,ORG
5b2231ca4e41,sfrj,rok,Ja,ORG
5b2231ca4e41,sfrj,rok,Ja,ORG
5b2231ca4e41,sfrj,rok,ljubio ,DERIV-PER
5b2231ca4e41,sfrj,rok,"h te,
Al’ dušo",PER
5b2231ca4e41,sfrj,rok,Ja,ORG
5b2231ca4e41,sfrj,rok,Ja,ORG
a0bf7a1fa12e,sfrj,rok,ut u ži,DERIV-PER
c11fd8c29409,sfrj,rok,oj,PER
63aafc9f83d7,sfrj,rok, koju prvu ,DERIV-PER
63aafc9f83d7,sfrj,rok, koju prvu ,DERIV-PER
866d31505f4d,sfrj,rok,"ći,
L",PER
866d31505f4d,sfrj,rok, dan,PER
866d31505f4d,sfrj,rok,a,ORG
866d31505f4d,sfrj,rok,ima,PER
6bb756a089d4,sfrj,rok,Svi ,PER
2cfe20b18d22,sfrj,rok, kuca ,PER
2cfe20b18d22,sfrj,rok,a kraj ul,PER
2cfe20b18d22,sfrj,rok, kuca na kra,PER
2cfe20b18d22,sfrj,rok, kuca ,PER
2cfe20b18d22,sfrj,rok,a kraj ul,PER
2cfe20b18d22,sfrj,rok, kuca na kra,PER
e1853687ebca,sfrj,rok, sam ,ORG
e1853687ebca,sfrj,rok,Tiho,PER
e1853687ebca,sfrj,rok,Tiho,MISC
e1853687ebca,sfrj,rok,reko sa,MISC
e1853687ebca,sfrj,rok,Tiho,PER
e1853687ebca,sfrj,rok,Tiho,MISC
e1853687ebca,sfrj,rok,reko sa,MISC
e1853687ebca,sfrj,rok,Tiho,PER
e1853687ebca,sfrj,rok,reko sam j,LOC
2914f3273c7e,sfrj,rok,Ja noć,PER
d0d004fea1b8,sfrj,rok,Dubrava,LOC
d0d004fea1b8,sfrj,rok,Hrvatska,LOC
d0d004fea1b8,sfrj,rok,Dubrava,LOC
d0d004fea1b8,sfrj,rok,Hrvatska,LOC
